Price,year,month,day
18.48,2003,2,25
1.82,1998,12,29
3.12,2017,6,12
2.85,2000,2,3
4.86,2003,7,24
4.46,2003,11,19
4.01,2010,3,25
2.52,2002,3,6
3.25,2018,10,5
8.77,2005,11,7
1.79,1998,12,28
2.74,2019,4,3
1.76,2020,4,14
3.68,2001,6,22
2.8,2017,10,4
4.39,2002,10,31
3.26,2012,10,10
6.56,2003,12,11
3.56,2013,10,1
3.93,2009,3,6
3.38,2013,11,4
8.02,2008,8,20
6.84,2007,3,16
3.25,2013,1,28
1.97,1997,4,10
6.14,2005,1,31
1.94,2020,3,15
3.03,2011,12,19
2.1,2015,11,19
2.49,2019,7,10
5.92,2005,2,22
2.87,2017,6,19
5.27,2001,4,5
3.02,2016,11,29
5.62,2004,4,16
3.93,2010,11,23
3.58,2019,1,16
2.75,2018,4,3
4.68,2003,7,28
2.75,2016,8,22
2.08,2016,2,15
2.16,1997,7,9
3.27,2013,2,22
13.03,2005,12,22
5.09,2000,10,9
3.66,2009,7,23
9.26,2008,7,31
1.77,1999,1,19
1.43,2020,6,16
1.95,1997,4,1
2.29,1999,7,1
3.52,2013,7,1
5.77,2004,7,16
6.56,2003,12,17
4.18,2014,7,8
2.29,2012,5,3
1.83,2020,5,20
3,2017,1,31
3.02,2018,8,22
2.93,2017,3,23
1.86,2020,4,13
6.24,2018,1,2
2.51,1998,4,3
2.89,2016,8,4
2.53,2018,2,14
5.44,2008,12,24
3.85,2011,8,30
3.12,2016,9,20
2.67,1999,7,29
2.8,2016,7,8
1.89,2020,1,22
3.83,2002,11,13
3.89,2014,9,29
6.73,2006,8,17
3.65,2013,7,8
4.34,2010,5,17
5.99,2003,5,30
2.21,1998,2,11
3.19,2016,9,21
2.49,2002,2,27
12.95,2005,10,24
6.1,2007,8,6
3.1,2002,8,19
1.81,2020,4,24
2.23,1999,4,26
5.11,2003,8,27
2.89,2015,6,15
5.24,2006,9,1
6.19,2004,6,8
3.34,2002,6,17
6.59,2006,3,3
2.01,1998,6,5
4,2014,10,2
2.8,1997,10,8
3.73,2011,3,7
7.27,2007,12,4
2.62,2016,6,15
6.34,2007,8,2
2.33,1997,12,29
2.05,2020,1,10
3.99,2011,3,21
3.22,2017,5,23
4.25,2013,12,18
5.22,2004,3,25
3.2,2017,5,1
2.03,2020,1,27
4.15,2014,11,26
3.18,2010,10,25
3.12,2016,10,20
7.29,2007,12,6
3.44,2002,5,20
2.05,2020,1,2
5.87,2004,7,27
5.22,2001,3,7
5.34,2000,11,9
2.3,1997,12,11
2.85,2012,1,6
3.33,2002,6,20
2.93,2016,9,9
2.85,2002,7,18
2.8,2017,8,2
4.02,2010,4,19
1.67,2020,6,29
6.12,2007,9,24
2.68,2017,3,7
6.24,2004,10,7
5.84,2006,6,8
2.8,1997,10,9
2.23,2019,7,26
6.98,2006,3,31
5.94,2000,11,16
1.95,2020,1,23
7.04,2005,6,28
5.54,2007,8,30
6.86,2006,8,22
4.16,2009,3,26
2.64,2015,3,30
3.31,2009,4,24
3.07,2002,4,12
2.86,2019,3,20
4.92,2011,6,9
5.11,2003,7,21
3.51,2013,8,21
2.33,1997,8,5
2.78,2012,8,16
5.49,2007,8,31
2.82,2019,11,6
2.67,1997,9,5
2.47,1999,9,16
2,1998,6,8
8.32,2006,11,30
3.08,2018,6,21
2.77,2012,8,13
4.43,2011,7,26
1.85,1998,8,12
3.7,2009,10,7
5.63,2006,12,28
4.72,2011,1,24
3.58,2019,1,17
3.15,2002,6,12
3.64,2013,9,16
5.38,2004,10,13
6.69,2004,12,2
5.36,2004,3,23
7.11,2004,10,22
4.63,2014,5,29
3.42,2012,12,21
4.49,2014,6,24
3.19,2013,2,15
3.37,2017,1,17
5.07,2001,2,27
7.15,2006,3,28
2.16,1997,6,11
1.8,1999,2,10
3.44,2016,12,5
6.73,2005,3,11
3.9,2011,3,14
3.16,2018,10,11
3.36,2010,10,8
5.73,2004,4,14
4.08,2010,4,7
3.03,2002,8,14
7.32,2007,4,20
3.69,2017,12,29
4.35,2009,2,18
4.89,2003,4,2
4.49,2009,11,4
3.82,2014,10,31
7.44,2007,2,27
4,2013,4,3
3.24,2002,9,9
7.71,2007,5,30
6.33,2005,5,23
2.83,1997,9,16
4.6,2011,7,18
3.01,2018,8,21
2.71,2012,8,28
2.72,2019,11,12
3.23,1997,11,3
3.43,2009,8,3
3.78,2013,6,17
4.81,2014,4,24
2.16,2000,1,4
4.4,2003,10,30
4.09,2014,11,24
2.22,2016,1,21
3.11,2017,7,19
10.95,2008,4,28
2.35,1999,12,13
4.22,2010,12,30
5.15,2001,4,18
2.58,2018,2,13
2.72,2019,4,11
2.82,2015,3,12
5.31,2003,6,30
5.3,2003,4,28
4.33,2011,7,1
5.47,2009,1,14
3.18,2013,1,11
2.23,2019,8,26
1.7,2020,3,23
3.6,2009,4,15
9.96,2000,12,11
2.82,2016,7,5
2.74,2019,2,26
3.2,2018,10,19
1.79,2020,5,26
8.02,2008,9,15
3,2017,4,14
2.2,1998,6,19
1.97,1998,7,24
2.09,1998,10,5
7.47,2007,3,28
12.76,2005,9,20
7.63,2008,8,25
3.29,2002,3,20
1.75,1998,10,15
7.15,2006,3,14
3.94,2000,5,24
2.09,1998,1,26
4.61,2018,11,30
6.26,2006,10,17
1.94,2012,4,3
2.06,1998,1,27
2.37,1999,4,29
2.7,2016,8,11
3.22,2017,5,24
8.21,2006,1,19
2.1,2015,12,4
4.48,2000,6,6
2.05,2015,11,12
4.15,2001,5,9
2.2,2000,1,10
7.29,2007,10,16
2.19,1997,7,30
5.24,2000,11,10
2.66,2019,2,8
2.95,2016,8,31
2.96,1997,1,23
4.38,2000,8,18
2.13,2001,9,19
5.04,2009,2,3
2.78,2015,7,1
3.94,2013,4,4
3.84,2013,12,3
6.3,2007,7,5
4.39,2010,6,1
1.91,1997,3,18
3.48,2002,8,23
2.1,2012,4,26
3.72,2014,12,17
2.91,1997,1,29
1.91,1997,4,4
3.52,2013,7,5
3.81,2011,2,25
4.71,1997,1,16
3.32,2013,8,9
4.25,2002,11,19
6.24,2007,8,8
2.17,2019,12,23
3.85,2000,5,23
5.96,2014,2,20
3.03,2011,12,29
2.6,2000,2,8
2.27,1999,5,27
5.22,2004,9,20
3.25,2019,1,2
3.48,2013,2,28
4.66,2003,9,12
3.71,2002,5,3
5.85,2006,5,25
4.12,2010,8,23
2.98,2017,6,30
4.52,2010,8,9
3.22,2009,7,8
2.84,2000,3,16
11.57,2008,5,22
5.95,2005,2,8
1.92,1997,2,20
5.49,2004,3,19
3.33,2012,12,7
3.77,2009,5,21
4.18,2002,11,18
1.88,2016,4,27
4.24,2000,8,15
4.67,2014,3,11
4.87,2010,6,22
4.93,2003,10,15
3.25,2002,4,9
4.3,2009,12,1
4.81,2002,12,12
7.45,2007,6,12
1.98,2020,1,21
7.39,2006,11,8
1.84,2016,3,18
3.02,2018,8,9
2.88,2015,7,20
3.15,1997,11,4
4.84,2009,1,28
4.19,2011,4,19
3.98,2010,9,14
4.57,2003,9,29
2.88,2016,8,5
2.63,2012,2,21
11.43,2008,5,30
6.76,2008,11,19
3.75,2000,7,27
6.23,2000,11,20
5.05,2001,2,23
2.75,2017,11,3
4.4,2014,5,27
3.36,2010,10,29
2.31,2016,6,3
2.23,1999,6,22
11.75,2005,9,2
6.07,2007,10,1
3.8,2002,10,11
6.55,2003,1,23
7.51,2007,11,28
2.09,1998,1,28
1.86,2020,2,6
5.58,2004,9,23
5.53,2010,2,11
4.25,2011,5,17
3.63,2011,10,18
2.95,2017,6,14
2.18,2012,6,13
7.16,2005,3,15
9.71,2001,1,3
6.94,2007,12,26
3.92,2014,9,15
1.92,1998,10,26
4.38,2000,6,19
3.88,2000,7,21
3.32,2009,11,25
4.53,2010,6,30
2.34,2019,12,16
3.82,2010,9,7
6.13,2004,6,28
3.78,2000,8,1
2.76,2015,7,31
2.57,2015,9,29
3.12,2000,5,8
3.22,2002,8,21
7.61,2006,11,28
2.12,1999,7,12
9.11,2008,3,19
2.61,2018,2,20
2.71,2012,1,30
3.23,2012,10,4
2.78,2017,12,8
2.4,2001,12,17
5.43,2004,2,17
2.3,2019,12,17
2.85,2017,3,17
6.08,2003,2,6
2.76,2000,3,15
7.07,2005,4,13
3.35,2012,10,15
2.91,2015,7,29
2.63,2015,4,6
3.92,2010,4,8
2.47,2015,9,30
2.34,2001,9,5
3.99,2009,3,20
3.11,2017,9,21
2.45,1997,12,10
7.66,2007,4,16
13.41,2005,10,18
7.75,2014,2,11
2.69,2016,10,25
4.18,2013,4,8
1.94,2001,9,25
5.61,2010,2,5
3.11,2001,10,30
6.63,2005,5,11
5.26,2010,1,29
9.77,2005,8,25
4.19,2010,12,29
4.31,2018,12,13
4.55,2014,1,16
1.87,1997,4,3
5.83,2007,7,26
7.09,2014,3,3
1.91,2012,4,11
2.65,1999,10,12
5.77,2010,1,11
2.83,2012,7,12
2.9,2018,9,10
4.24,2009,5,11
1.72,1998,9,2
3.77,2011,9,29
2.66,1999,9,14
2.38,1997,8,8
2.76,2018,4,12
2.59,1999,11,8
3.25,2016,10,18
3.09,1997,9,23
3.65,2013,10,24
2.33,1998,10,1
5.52,2004,3,12
2.98,2015,1,6
2.82,2001,10,23
4.47,2010,12,6
1.78,1997,2,28
2.67,2018,3,1
2.22,1999,5,26
2.19,2001,11,29
4.24,2013,12,9
4.2,2011,8,4
4.68,2010,6,10
3.95,2002,9,20
3.41,2012,12,5
2.55,2012,5,22
6.43,2004,10,29
2.79,2018,4,24
3.19,2012,7,25
6.23,2007,7,18
1.6,2020,5,14
3.48,2009,4,22
2.34,2016,11,8
7.57,2006,2,10
2.86,2015,3,19
6.87,2008,10,6
3.06,2017,4,24
7.78,2007,2,12
2.67,2001,10,24
6.96,2007,8,16
3.89,2013,3,15
2.53,2019,7,15
6.75,2008,10,30
7.09,2007,11,1
3.04,2017,11,17
2.23,1997,7,31
8.02,2005,7,15
5.53,2009,12,15
2.02,1999,3,31
11.03,2005,9,7
3.18,2002,3,28
1.95,1998,12,16
3.83,2011,3,8
4.44,2010,3,10
4.22,2010,12,31
2.59,2017,3,8
3.86,2014,7,25
2.35,1998,6,22
3.2,2018,1,19
6.33,2005,2,24
1.92,1997,3,5
5.58,2001,2,13
3.49,2011,10,14
4.54,2001,5,2
2.59,2019,2,15
2.22,1998,2,19
2.73,2015,2,4
7.29,2007,11,16
3.96,2011,2,11
4.07,2000,7,19
4.76,2010,2,26
5.23,2014,1,29
1.8,2020,3,25
2.72,2012,8,31
3.56,2010,11,15
5.92,2014,2,7
2.35,1999,6,3
2.23,1999,4,23
2.79,2015,7,3
3.92,2014,11,6
9.21,2008,2,27
2.18,2015,11,23
2.9,2019,3,18
1.78,2020,5,4
2.9,2018,7,3
7.57,2003,3,6
2.62,2015,2,9
5.17,2004,9,15
4.4,2014,3,14
2.94,2017,3,27
2.19,1998,2,24
4.3,2009,11,5
4.82,2003,9,8
1.8,2020,6,5
4.49,2011,1,6
2.74,2018,2,8
2.29,1997,5,29
3.1,2017,5,25
7.22,2006,4,17
8.45,2008,1,14
7.41,2008,10,1
2.85,2016,8,8
5.24,2004,11,23
5.21,2000,10,5
5.27,2004,8,17
3.61,2012,11,29
3.2,2001,6,28
2.75,2017,12,19
3.56,2009,6,10
1.89,1998,8,25
3.29,2009,4,28
5.4,2003,7,8
3.15,2015,1,14
2.83,2012,9,17
3.71,2014,12,18
12.73,2008,6,16
2.49,2019,9,6
1.81,1998,12,30
6.78,2003,3,10
3.5,2016,12,22
9.26,2008,7,28
5.62,2000,11,17
8.19,2006,1,27
1.75,1999,3,16
2.89,2016,7,1
2.15,1998,7,17
2.41,2012,6,6
3.12,2009,8,18
3.38,2002,5,23
6.76,2008,10,17
4.79,2014,5,1
4.08,2014,7,18
2.26,1998,3,2
5.66,2010,1,15
9.86,2008,3,31
3.3,2009,7,7
8.18,2008,8,11
1.87,1999,3,8
5.57,2001,2,16
2.84,2012,9,25
2.82,2016,6,22
2.42,1997,2,10
4.42,2000,6,23
8.04,2008,8,21
2.12,1999,7,15
13.52,2005,10,19
3.14,2002,4,11
2.17,2000,1,5
4.2,2001,5,17
2.48,1998,4,16
2.78,1997,10,10
3.53,2013,3,4
1.89,2016,4,29
2.95,2017,10,12
3.91,2014,9,4
6.77,2006,10,19
2.49,2016,11,15
7.13,2006,10,24
4.35,2010,8,13
9.25,2006,1,4
4.53,2018,12,12
2.13,1998,6,3
7.35,2007,1,29
6.72,2006,8,21
2.79,2016,7,14
4.77,2010,8,4
3.25,2009,9,30
5.78,2014,2,4
4.59,2011,5,4
4.19,2011,7,8
3.83,2011,2,24
3.2,2017,4,28
4.47,2006,9,22
2.44,2019,10,16
2.75,2019,4,15
2.75,2018,5,17
3.92,2011,9,12
14.81,2005,12,14
7.83,2007,6,5
1.91,2001,11,21
1.85,2020,2,10
4.83,2003,8,15
4.5,2018,11,28
8.54,2008,8,27
2.61,1997,12,2
8.06,2008,2,8
6.37,2007,7,3
1.7,2020,3,29
1.41,1998,12,1
2.35,1997,12,9
4.22,2011,2,9
4.67,2014,6,19
1.72,2016,3,10
6.04,2004,12,9
6.58,2003,12,16
2.95,2017,7,27
5.96,2003,12,30
3.08,2017,3,30
2.89,2015,3,27
4.64,2003,10,21
2.88,1997,9,15
2,1998,10,30
1.78,1999,2,11
2.9,2018,7,2
2.82,2018,4,27
4.35,2002,12,3
1.99,2012,4,10
2.04,2001,9,21
7.3,2007,8,15
1.88,1998,9,10
7.14,2007,8,17
6.88,2004,11,2
3.1,2018,12,27
4.83,2010,3,1
4.36,2014,1,14
13.56,2005,12,21
9.78,2008,4,8
5.75,2008,12,15
6.48,2008,12,3
1.68,2020,6,4
3.12,2000,4,26
2.36,2001,9,7
2.05,1998,1,14
4.15,2003,11,21
3.69,2014,10,20
3.29,2011,11,11
4.15,2011,5,18
2.94,2002,3,12
2.54,2019,4,18
7.42,2006,11,22
5.9,2000,11,28
2.03,1999,4,7
9.92,2008,4,1
3.41,2011,10,10
2.84,2015,7,21
3.49,2009,7,22
6.14,2006,6,23
3.71,2017,1,2
1.69,2020,7,22
2.26,1999,7,2
4.92,2010,2,22
2.94,2017,9,29
3.55,2009,4,20
2.69,2015,9,17
6.53,2006,5,1
4.22,2001,5,8
4.13,2001,6,13
2.29,1998,4,27
2.37,2016,11,17
4.32,2014,1,2
5.08,2001,3,13
2.81,2018,4,5
3.29,2009,7,14
6.65,2005,6,3
2.08,1998,11,24
3.78,2013,7,19
9.97,2001,1,2
2.72,2017,12,20
2.98,2018,8,27
3.11,2017,7,18
2.29,1998,4,29
4.23,2013,4,18
2.7,2019,2,1
2.76,2016,7,20
3.49,2011,12,1
2.73,2019,5,21
2.98,2017,6,26
2.23,1999,11,16
7.83,2008,1,2
4.02,2010,9,22
3.18,2002,6,21
2.28,2000,1,14
5.54,2004,2,5
4.39,2014,6,27
3.62,2012,11,20
5.59,2004,11,18
4.25,2011,6,27
9.96,2005,8,23
2.61,1999,8,3
1.91,2016,4,6
3.05,1997,1,22
2.29,2019,12,2
4.76,2009,2,9
10.03,2008,4,14
3.18,2012,10,9
5.03,2002,12,24
4.02,2010,3,22
3.03,2017,2,7
8.36,2008,8,28
7.08,2005,3,16
7.64,2007,5,1
2.15,1997,7,10
6.15,2001,2,5
4.51,2011,4,29
3.17,2016,10,11
2,1998,10,29
5.89,2001,2,14
2.86,2015,2,12
2.7,2012,8,17
8.5,2006,1,13
5.17,2004,3,4
3.1,2017,5,29
1.75,1999,1,27
2.15,2016,2,11
1.61,2020,5,12
2.95,2017,2,15
4.64,2014,4,14
3.1,2002,9,3
2.68,2017,11,2
10.18,2008,4,10
3.53,2009,6,9
3.35,2018,1,23
3,2015,3,3
1.91,2020,1,24
2.31,2012,3,5
1.76,2020,3,6
2.94,1997,9,19
7.07,2007,3,1
4.27,2002,10,2
6.02,2007,9,6
4.81,2002,12,27
2.77,2018,5,8
2.19,1999,12,6
2.62,2015,4,1
3.14,2017,1,9
4.56,2000,10,30
4.42,2014,3,24
1.96,2020,2,21
8.7,2005,8,9
7.95,2006,8,10
1.95,1998,10,20
3.09,2011,12,27
3.71,2013,7,22
3.3,2012,12,24
10.07,2005,12,29
2.19,1998,5,11
1.89,2020,3,5
1.74,1998,10,19
7.01,2005,6,30
2.23,1998,9,28
4.19,2002,11,27
2.69,2015,9,16
4.38,2010,8,11
6.53,2006,3,7
3.51,2009,6,11
5.34,2004,2,11
4.14,2011,4,13
2.74,2016,6,20
3.3,2013,1,2
2.96,1999,10,26
6.38,2003,2,20
5.06,2001,4,19
3.58,2002,4,22
7.69,2007,5,7
3.36,2013,8,14
4.67,2003,9,16
2.17,2012,3,12
2.84,2016,7,27
6.3,2005,5,26
3.95,2014,1,10
4.01,2013,3,21
8.02,2008,8,26
2.19,1997,7,28
2.74,2018,3,21
3.93,2010,4,5
2.48,2012,6,21
9.86,2005,8,29
4.96,2000,9,12
2.97,2017,4,12
2.98,2017,9,6
3.35,2002,3,27
2.83,2015,8,14
6.42,2007,9,18
2.1,2020,1,6
4.9,2003,4,1
6.38,2007,9,17
2.59,1997,11,21
3.09,2016,9,27
1.87,2012,4,18
2.79,2016,7,28
4.84,2000,10,24
6.98,2004,11,1
5.77,2004,7,28
7.2,2007,11,6
3.77,2013,6,11
4.16,2010,4,15
3.8,2009,6,24
2.79,2015,7,2
2.07,1998,1,15
1.85,2012,4,19
2.58,2015,4,14
11.81,2008,5,29
6.21,2005,2,10
3.09,2017,4,17
3.35,2012,12,26
3.37,2010,10,27
14.82,2005,12,12
8.37,2008,2,12
2.35,1998,2,6
2.99,2001,11,1
4.11,2006,10,2
2.89,2018,6,6
5.98,2004,12,8
8.82,2005,8,10
2.27,2019,6,21
4.81,2000,9,5
9.95,2001,1,9
3.46,2001,6,26
3.15,2002,5,31
3.7,2018,12,21
3.21,2009,9,15
2.75,1999,9,9
1.95,2020,8,3
3.11,2017,4,18
1.05,1998,12,4
5.14,2003,8,21
1.66,2015,12,15
2.93,2015,8,13
5.5,2003,12,24
2.84,2011,11,23
2.92,2015,7,24
3.05,1997,1,28
2.33,1998,11,11
2.91,2018,6,1
5.17,2014,1,24
5.25,2003,1,14
3.53,2009,8,4
2.97,1997,10,17
4.02,2009,5,18
7.46,2007,6,19
4.96,2003,7,17
5.77,2007,7,27
1.78,2016,3,28
3.96,2009,5,7
2.95,2002,7,19
2.27,1998,4,28
4.57,2014,4,8
5.31,2002,12,16
2.96,1997,10,6
6.19,2004,11,11
2.88,2017,9,4
2.69,2019,3,27
7.22,2005,6,8
1.96,2020,2,26
9.66,2005,11,10
2.24,2019,8,28
4.66,2003,10,7
5.18,2003,4,10
2.28,1999,5,14
4.6,2011,5,2
4.2,2009,2,25
2.96,2018,8,30
3.2,2002,6,28
2.65,1998,4,8
3.84,2013,10,16
6.48,2004,5,24
2.45,1999,9,23
6.67,2003,12,10
3.46,2013,8,19
3.82,2014,9,12
6.64,2005,4,29
5.61,2010,1,26
4.09,2011,5,13
2.5,2015,4,27
2.28,2002,2,5
2.41,2019,6,11
3.37,2009,7,24
2.66,1999,9,8
1.77,2016,3,29
4.47,2010,3,11
2.12,1997,2,14
1.88,2016,4,28
3.44,2002,4,16
2.76,2000,3,6
4.68,2010,7,16
3.72,2002,5,9
5.76,2010,1,25
2.66,2015,2,5
1.74,2020,3,9
2.46,2019,6,17
3.8,2014,8,15
7.58,2007,1,24
4.52,2003,9,18
2.63,2017,12,22
5.53,2003,6,18
4.67,2014,3,10
1.77,2016,3,16
2.95,2018,9,17
6.69,2005,1,18
2.18,1999,12,2
3.59,2013,9,24
7.97,2008,1,22
2.76,2000,1,27
2.97,2016,8,1
2.4,1998,4,20
2.38,2012,3,2
6.4,2006,8,30
7.8,2000,12,13
9.6,2008,4,2
2.89,2012,1,9
3.13,2000,4,17
6.44,2004,6,3
4.78,2009,12,7
4.28,2018,11,27
2.25,1998,11,6
3,2018,9,18
4.4,2006,9,15
5.16,2000,10,10
11.85,2008,5,27
2.43,2015,10,19
2.58,2019,4,26
2.84,2012,7,18
7.63,2008,9,25
2.77,1999,8,10
12.7,2008,6,26
3.26,2018,11,2
2.7,2015,9,2
1.77,2016,5,25
3.92,2002,6,26
3.74,2010,9,3
5.46,2004,4,20
2.75,2015,3,9
2.91,2009,10,1
2.76,2015,5,6
4.46,2009,2,19
4.46,2000,8,8
2.1,1997,4,28
2.73,2016,11,22
3.22,2002,6,27
7.39,2006,2,24
6.38,2005,2,2
6.45,2004,6,1
1.89,2020,2,5
5.04,2004,8,31
7.35,2004,10,21
3.97,2013,12,5
2.76,2019,4,2
2.81,2000,3,17
3.78,2011,9,21
3.04,2018,9,24
2.3,2012,2,2
2.96,2018,6,25
7.27,2004,10,20
7.6,2006,8,9
4.83,2011,6,8
2.25,2009,9,2
2.49,2018,2,15
3.97,2010,5,6
5.47,2010,2,17
4.31,2006,9,25
1.8,1999,3,25
6.71,2005,3,3
3.05,2017,11,21
2.21,1997,5,2
2.72,2015,3,23
3.6,2002,5,15
3.09,2000,5,4
2.62,2015,4,15
3.47,2002,8,27
2.54,2015,10,15
3.15,2001,8,2
2.89,2017,6,23
2.19,1997,6,4
2.87,2017,12,13
5.7,2006,7,5
7.99,2008,2,7
5.15,2010,6,21
3.69,2001,6,21
5.58,2003,4,23
7.12,2005,3,18
8.09,2007,2,13
7.28,2007,11,14
3.8,2011,9,26
7.28,2008,9,9
1.86,1998,12,15
7.39,2006,2,17
7.03,2007,12,21
2.91,2018,9,14
2.51,2009,11,13
7.7,2005,7,19
2.13,1998,11,25
2.86,2019,3,21
2.19,1999,5,12
2.32,2019,6,27
4.16,2009,5,8
13.1,2005,10,28
6.48,2008,12,1
5.58,2004,8,9
3.87,2011,3,10
2.85,1999,8,30
2.43,2019,12,4
2.33,1998,3,23
3.81,2014,7,22
4.94,2010,6,14
2.63,2002,3,5
2.61,1998,4,9
4.92,2014,1,22
3.2,2000,5,2
5.55,2003,4,21
2.75,2018,5,1
1.94,1998,9,15
1.96,2016,4,4
6.02,2004,6,29
3.02,2017,3,14
4.23,2009,2,23
5.21,2003,4,8
5.94,2004,7,26
2.6,2019,5,24
3.39,2018,10,4
6.39,2005,5,19
3.86,2001,5,29
2.3,1997,5,9
4.18,2014,11,10
2.16,1999,12,3
10.71,2005,9,13
3.28,2009,9,16
4.1,2010,12,20
2.01,1997,4,8
5.56,2007,9,10
4.49,2014,4,4
6.01,2005,2,15
2.83,2016,7,18
1.93,1998,8,17
7.63,2007,5,10
2.08,2016,2,5
5.59,2004,4,22
3.18,2002,5,28
9.14,2007,2,5
4.37,2000,10,31
6.65,2008,10,16
9.1,2008,2,29
3.04,2017,7,17
2.15,1997,6,13
6.91,2005,3,10
7.05,2006,3,27
7.25,2005,3,17
8.7,2008,8,6
3.46,2013,7,31
5.29,2003,4,14
7.04,2007,6,22
3.28,2012,10,18
3.8,2010,8,31
2.92,2015,1,26
5.25,2001,3,8
4.67,2009,12,2
2.05,2012,3,28
2.82,1999,11,3
2.23,1999,12,8
2.77,2018,5,21
3.37,2000,5,11
4.73,2001,4,30
6.44,2005,1,26
3.21,2009,9,18
2.33,1999,11,15
5.59,2001,2,6
5.89,2005,1,12
4.46,2001,5,16
2.67,2012,2,17
2.78,2018,4,10
6.94,2008,10,22
5.63,2008,12,31
2.8,1999,9,13
5.06,2000,9,18
6.59,2006,11,7
1.83,1998,8,14
4.84,2010,2,25
2.2,1997,5,23
4.26,2011,8,3
6.57,2004,6,17
2.32,2002,1,15
4.91,2010,2,23
13.79,2005,12,20
3.31,2002,4,5
5.47,2010,2,4
2.18,1997,12,26
6.94,2006,4,27
13.19,2008,6,30
10.94,2008,5,20
3.33,2002,5,21
6.08,2014,2,24
5.13,2001,3,9
3.09,2011,11,28
3.97,2011,8,31
4.31,2014,7,3
3.83,2010,3,29
2.02,1998,10,8
2.76,2009,8,27
2.27,1999,5,19
2.84,2018,4,17
2.05,2020,1,9
5.8,2004,7,20
5.92,2006,5,15
6.31,2000,11,30
4.75,2010,6,9
5.1,2000,9,14
2.18,1998,4,30
1.7,2020,5,29
6.12,2005,2,4
5.01,2003,3,31
5.28,2006,7,6
2.32,2012,2,1
6.25,2003,6,9
4.66,2003,9,15
3.07,2017,11,7
3.42,2018,10,24
4.39,2000,8,7
4.45,2003,10,28
2.7,2019,5,14
2.82,2019,1,31
7.69,2005,7,6
3.76,2000,5,19
3,2001,8,13
3.78,2009,11,9
2.14,2015,10,28
2.64,1999,8,4
3.54,2019,1,15
5.04,2014,1,31
3.58,2009,6,4
4.41,2009,5,12
2.98,2000,4,11
1.73,2015,12,22
3.96,2013,3,19
